銘柄コード,銘柄名,株価,取得時間(JST)
9983,ファーストリテイリング,57750.0,2025-12-04 15:21:36
8035,東京エレクトロン,33620.0,2025-12-04 15:21:36
6857,アドバンテスト,20635.0,2025-12-04 15:21:37
6920,レーザーテック,32140.0,2025-12-04 15:21:37
9984,ソフトバンクグループ,18140.0,2025-12-04 15:21:38
6861,キーエンス,55680.0,2025-12-04 15:21:38
7735,SCREENホールディングス,13940.0,2025-12-04 15:21:39
6367,ダイキン工業,20190.0,2025-12-04 15:21:39
7974,任天堂,12930.0,2025-12-04 15:21:39
6954,ファナック,5942.0,2025-12-04 15:21:40
6501,日立製作所,4990.0,2025-12-04 15:21:40
6723,ルネサスエレクトロニクス,2127.5,2025-12-04 15:21:41
7751,キヤノン,4636.0,2025-12-04 15:21:41
6976,太陽誘電,3868.0,2025-12-04 15:21:42
7203,トヨタ自動車,3101.0,2025-12-04 15:21:42
8031,三井物産,4293.0,2025-12-04 15:21:43
8058,三菱商事,3850.0,2025-12-04 15:21:43
8306,三菱UFJフィナンシャル・グループ,2512.0,2025-12-04 15:21:43
8316,三井住友フィナンシャルグループ,4902.0,2025-12-04 15:21:44
8411,みずほフィナンシャルグループ,5654.0,2025-12-04 15:21:44
8591,オリックス,4347.0,2025-12-04 15:21:45
9101,日本郵船,4916.0,2025-12-04 15:21:45
9104,商船三井,4436.0,2025-12-04 15:21:46
9107,川崎汽船,2093.0,2025-12-04 15:21:46
4063,信越化学工業,4858.0,2025-12-04 15:21:47
4502,武田薬品工業,4470.0,2025-12-04 15:21:47
6762,TDK,2473.0,2025-12-04 15:21:47
2914,日本たばこ産業,5773.0,2025-12-04 15:21:48
7201,日産自動車,376.20001220703125,2025-12-04 15:21:48
7267,ホンダ,1549.5,2025-12-04 15:21:49
8105,Bitcoin Japan,306.0,2025-12-04 15:21:49
5016,JX金属,1694.0,2025-12-04 15:21:50
3656,KLab,266.0,2025-12-04 15:21:50
4565,そーせいグループ,826.0,2025-12-04 15:21:50
4582,シンバイオ製薬,100.0,2025-12-04 15:21:51
4592,サンバイオ,1635.0,2025-12-04 15:21:51
4477,BASE,322.0,2025-12-04 15:21:52
4599,ステムリム,256.0,2025-12-04 15:21:52
4167,ココペリ,309.0,2025-12-04 15:21:52
4385,メルカリ,2848.0,2025-12-04 15:21:53
4478,フリー,3005.0,2025-12-04 15:21:53
3903,gumi,378.0,2025-12-04 15:21:54
3911,Aiming,224.0,2025-12-04 15:21:54
3697,SHIFT,967.5999755859375,2025-12-04 15:21:54
3624,アクセルマーク,88.0,2025-12-04 15:21:55
7779,サイバーダイン,190.0,2025-12-04 15:21:55
3853,アステリア,1068.0,2025-12-04 15:21:56
3936,グローバルウェイ,135.0,2025-12-04 15:21:56
7359,東京通信,305.0,2025-12-04 15:21:57
4880,セルソース,482.0,2025-12-04 15:21:57
7138,TORICO,148.0,2025-12-04 15:21:57
5250,プライム・ストラテジー,1503.0,2025-12-04 15:21:58
7711,助川電気工業,6850.0,2025-12-04 15:21:58
4424,Amazia,346.0,2025-12-04 15:21:59
6731,ピクセラ,40.0,2025-12-04 15:21:59
7806,MTG,4625.0,2025-12-04 15:21:59
4234,サンエー化研,888.0,2025-12-04 15:22:00
4570,免疫生物研究所,1615.0,2025-12-04 15:22:00
4720,城南進学研究社,274.0,2025-12-04 15:22:01
4446,リンクユーグループ,1180.0,2025-12-04 15:22:01
