銘柄コード,銘柄名,株価,取得時間(JST)
9983,ファーストリテイリング,56670.0,2025-12-03 14:41:36
8035,東京エレクトロン,33040.0,2025-12-03 14:41:36
6857,アドバンテスト,21160.0,2025-12-03 14:41:37
6920,レーザーテック,30370.0,2025-12-03 14:41:37
9984,ソフトバンクグループ,16940.0,2025-12-03 14:41:38
6861,キーエンス,52400.0,2025-12-03 14:41:38
7735,SCREENホールディングス,14120.0,2025-12-03 14:41:39
6367,ダイキン工業,19755.0,2025-12-03 14:41:39
7974,任天堂,12760.0,2025-12-03 14:41:39
6954,ファナック,5254.0,2025-12-03 14:41:40
6501,日立製作所,4918.0,2025-12-03 14:41:40
6723,ルネサスエレクトロニクス,1938.5,2025-12-03 14:41:41
7751,キヤノン,4616.0,2025-12-03 14:41:41
6976,太陽誘電,3691.0,2025-12-03 14:41:42
7203,トヨタ自動車,3008.0,2025-12-03 14:41:42
8031,三井物産,4119.0,2025-12-03 14:41:43
8058,三菱商事,3698.0,2025-12-03 14:41:43
8306,三菱UFJフィナンシャル・グループ,2472.0,2025-12-03 14:41:43
8316,三井住友フィナンシャルグループ,4829.0,2025-12-03 14:41:44
8411,みずほフィナンシャルグループ,5576.0,2025-12-03 14:41:44
8591,オリックス,4252.0,2025-12-03 14:41:45
9101,日本郵船,4851.0,2025-12-03 14:41:45
9104,商船三井,4390.0,2025-12-03 14:41:46
9107,川崎汽船,2058.5,2025-12-03 14:41:46
4063,信越化学工業,4664.0,2025-12-03 14:41:47
4502,武田薬品工業,4453.0,2025-12-03 14:41:47
6762,TDK,2425.5,2025-12-03 14:41:48
2914,日本たばこ産業,5825.0,2025-12-03 14:41:48
7201,日産自動車,362.70001220703125,2025-12-03 14:41:48
7267,ホンダ,1507.0,2025-12-03 14:41:49
8105,Bitcoin Japan,317.0,2025-12-03 14:41:49
5016,JX金属,1668.5,2025-12-03 14:41:50
3656,KLab,254.0,2025-12-03 14:41:50
4565,そーせいグループ,815.0,2025-12-03 14:41:50
4582,シンバイオ製薬,100.0,2025-12-03 14:41:51
4592,サンバイオ,1572.0,2025-12-03 14:41:51
4477,BASE,318.0,2025-12-03 14:41:52
4599,ステムリム,253.0,2025-12-03 14:41:52
4167,ココペリ,311.0,2025-12-03 14:41:52
4385,メルカリ,2726.0,2025-12-03 14:41:53
4478,フリー,2989.0,2025-12-03 14:41:53
3903,gumi,381.0,2025-12-03 14:41:54
3911,Aiming,225.0,2025-12-03 14:41:54
3697,SHIFT,933.0999755859375,2025-12-03 14:41:55
3624,アクセルマーク,88.0,2025-12-03 14:41:55
7779,サイバーダイン,179.0,2025-12-03 14:41:55
3853,アステリア,1089.0,2025-12-03 14:41:56
3936,グローバルウェイ,132.0,2025-12-03 14:41:56
7359,東京通信,305.0,2025-12-03 14:41:57
4880,セルソース,484.0,2025-12-03 14:41:57
7138,TORICO,153.0,2025-12-03 14:41:57
5250,プライム・ストラテジー,1508.0,2025-12-03 14:41:58
7711,助川電気工業,7000.0,2025-12-03 14:41:58
4424,Amazia,324.0,2025-12-03 14:41:59
6731,ピクセラ,39.0,2025-12-03 14:41:59
7806,MTG,4620.0,2025-12-03 14:41:59
4234,サンエー化研,860.0,2025-12-03 14:42:00
4720,城南進学研究社,275.0,2025-12-03 14:42:01
4446,リンクユーグループ,1255.0,2025-12-03 14:42:01
