銘柄コード,銘柄名,株価,取得時間(JST)
9983,ファーストリテイリング,56060.0,2025-12-01 12:50:50
8035,東京エレクトロン,31660.0,2025-12-01 12:50:50
6857,アドバンテスト,19630.0,2025-12-01 12:50:51
6920,レーザーテック,27750.0,2025-12-01 12:50:52
9984,ソフトバンクグループ,16575.0,2025-12-01 12:50:52
6861,キーエンス,52670.0,2025-12-01 12:50:53
7735,SCREENホールディングス,12850.0,2025-12-01 12:50:54
6367,ダイキン工業,19910.0,2025-12-01 12:50:55
7974,任天堂,13080.0,2025-12-01 12:50:55
6954,ファナック,4986.0,2025-12-01 12:50:56
6501,日立製作所,4832.0,2025-12-01 12:50:56
6723,ルネサスエレクトロニクス,1809.5,2025-12-01 12:50:57
7751,キヤノン,4552.0,2025-12-01 12:50:58
6976,太陽誘電,3306.0,2025-12-01 12:50:58
7203,トヨタ自動車,3080.0,2025-12-01 12:50:59
8031,三井物産,4076.0,2025-12-01 12:51:00
8058,三菱商事,3664.0,2025-12-01 12:51:00
8306,三菱UFJフィナンシャル・グループ,2489.5,2025-12-01 12:51:01
8316,三井住友フィナンシャルグループ,4822.0,2025-12-01 12:51:02
8411,みずほフィナンシャルグループ,5554.0,2025-12-01 12:51:02
8591,オリックス,4186.0,2025-12-01 12:51:03
9101,日本郵船,4908.0,2025-12-01 12:51:04
9104,商船三井,4396.0,2025-12-01 12:51:05
9107,川崎汽船,2071.5,2025-12-01 12:51:05
4063,信越化学工業,4664.0,2025-12-01 12:51:06
4502,武田薬品工業,4489.0,2025-12-01 12:51:06
6762,TDK,2493.0,2025-12-01 12:51:07
2914,日本たばこ産業,5861.0,2025-12-01 12:51:08
7201,日産自動車,376.1000061035156,2025-12-01 12:51:08
7267,ホンダ,1537.5,2025-12-01 12:51:09
8105,Bitcoin Japan,394.0,2025-12-01 12:51:09
5016,JX金属,1655.5,2025-12-01 12:51:10
3656,KLab,234.0,2025-12-01 12:51:10
4565,そーせいグループ,861.0,2025-12-01 12:51:11
4582,シンバイオ製薬,104.0,2025-12-01 12:51:11
4592,サンバイオ,2046.0,2025-12-01 12:51:12
4477,BASE,324.0,2025-12-01 12:51:12
4599,ステムリム,272.0,2025-12-01 12:51:13
4167,ココペリ,314.0,2025-12-01 12:51:13
4385,メルカリ,2604.5,2025-12-01 12:51:14
4478,フリー,3055.0,2025-12-01 12:51:14
3903,gumi,406.0,2025-12-01 12:51:15
3911,Aiming,237.0,2025-12-01 12:51:15
3697,SHIFT,974.0,2025-12-01 12:51:16
3624,アクセルマーク,89.0,2025-12-01 12:51:16
7779,サイバーダイン,166.0,2025-12-01 12:51:17
3853,アステリア,1084.0,2025-12-01 12:51:17
3936,グローバルウェイ,138.0,2025-12-01 12:51:18
7359,東京通信,315.0,2025-12-01 12:51:18
4880,セルソース,508.0,2025-12-01 12:51:19
7138,TORICO,167.0,2025-12-01 12:51:20
5250,プライム・ストラテジー,1516.0,2025-12-01 12:51:20
7711,助川電気工業,7120.0,2025-12-01 12:51:21
4424,Amazia,385.0,2025-12-01 12:51:21
6731,ピクセラ,42.0,2025-12-01 12:51:22
7806,MTG,4280.0,2025-12-01 12:51:22
4234,サンエー化研,845.0,2025-12-01 12:51:23
4570,免疫生物研究所,3120.0,2025-12-01 12:51:23
4720,城南進学研究社,290.0,2025-12-01 12:51:24
4446,リンクユーグループ,1520.0,2025-12-01 12:51:24
