銘柄コード,銘柄名,株価,取得時間(JST)
9983,ファーストリテイリング,55750.0,2025-12-01 14:32:47
8035,東京エレクトロン,31600.0,2025-12-01 14:32:48
6857,アドバンテスト,19650.0,2025-12-01 14:32:49
6920,レーザーテック,27890.0,2025-12-01 14:32:50
9984,ソフトバンクグループ,16600.0,2025-12-01 14:32:51
6861,キーエンス,52440.0,2025-12-01 14:32:51
7735,SCREENホールディングス,12920.0,2025-12-01 14:32:52
6367,ダイキン工業,19865.0,2025-12-01 14:32:53
7974,任天堂,12985.0,2025-12-01 14:32:54
6954,ファナック,5009.0,2025-12-01 14:32:55
6501,日立製作所,4847.0,2025-12-01 14:32:56
6723,ルネサスエレクトロニクス,1823.0,2025-12-01 14:32:57
7751,キヤノン,4534.0,2025-12-01 14:32:57
6976,太陽誘電,3345.0,2025-12-01 14:32:58
7203,トヨタ自動車,3083.0,2025-12-01 14:32:59
8031,三井物産,4082.0,2025-12-01 14:33:00
8058,三菱商事,3673.0,2025-12-01 14:33:01
8306,三菱UFJフィナンシャル・グループ,2470.5,2025-12-01 14:33:03
8316,三井住友フィナンシャルグループ,4770.0,2025-12-01 14:33:03
8411,みずほフィナンシャルグループ,5524.0,2025-12-01 14:33:04
8591,オリックス,4173.0,2025-12-01 14:33:05
9101,日本郵船,4910.0,2025-12-01 14:33:06
9104,商船三井,4405.0,2025-12-01 14:33:07
9107,川崎汽船,2074.0,2025-12-01 14:33:08
4063,信越化学工業,4649.0,2025-12-01 14:33:08
4502,武田薬品工業,4487.0,2025-12-01 14:33:09
6762,TDK,2483.5,2025-12-01 14:33:10
2914,日本たばこ産業,5835.0,2025-12-01 14:33:11
7201,日産自動車,377.0,2025-12-01 14:33:12
7267,ホンダ,1538.0,2025-12-01 14:33:13
8105,Bitcoin Japan,394.0,2025-12-01 14:33:13
5016,JX金属,1645.0,2025-12-01 14:33:14
3656,KLab,231.0,2025-12-01 14:33:15
4565,そーせいグループ,853.0,2025-12-01 14:33:16
4582,シンバイオ製薬,106.0,2025-12-01 14:33:16
4592,サンバイオ,2035.0,2025-12-01 14:33:17
4477,BASE,322.0,2025-12-01 14:33:18
4599,ステムリム,271.0,2025-12-01 14:33:19
4167,ココペリ,313.0,2025-12-01 14:33:19
4385,メルカリ,2594.5,2025-12-01 14:33:20
4478,フリー,3040.0,2025-12-01 14:33:21
3903,gumi,403.0,2025-12-01 14:33:22
3911,Aiming,237.0,2025-12-01 14:33:22
3697,SHIFT,978.7999877929688,2025-12-01 14:33:23
3624,アクセルマーク,89.0,2025-12-01 14:33:24
7779,サイバーダイン,166.0,2025-12-01 14:33:25
3853,アステリア,1076.0,2025-12-01 14:33:25
3936,グローバルウェイ,139.0,2025-12-01 14:33:26
7359,東京通信,316.0,2025-12-01 14:33:27
4880,セルソース,504.0,2025-12-01 14:33:28
7138,TORICO,164.0,2025-12-01 14:33:29
5250,プライム・ストラテジー,1516.0,2025-12-01 14:33:29
7711,助川電気工業,7120.0,2025-12-01 14:33:30
4424,Amazia,365.0,2025-12-01 14:33:31
6731,ピクセラ,42.0,2025-12-01 14:33:31
7806,MTG,4320.0,2025-12-01 14:33:32
4234,サンエー化研,820.0,2025-12-01 14:33:33
4570,免疫生物研究所,3120.0,2025-12-01 14:33:34
4720,城南進学研究社,280.0,2025-12-01 14:33:35
4446,リンクユーグループ,1549.0,2025-12-01 14:33:35
