銘柄コード,銘柄名,株価,取得時間(JST)
9983,ファーストリテイリング,57900.0,2025-12-04 16:40:05
8035,東京エレクトロン,33680.0,2025-12-04 16:40:05
6857,アドバンテスト,20675.0,2025-12-04 16:40:06
6920,レーザーテック,32130.0,2025-12-04 16:40:06
9984,ソフトバンクグループ,18165.0,2025-12-04 16:40:07
6861,キーエンス,55900.0,2025-12-04 16:40:07
7735,SCREENホールディングス,14025.0,2025-12-04 16:40:08
6367,ダイキン工業,20220.0,2025-12-04 16:40:08
7974,任天堂,12925.0,2025-12-04 16:40:09
6954,ファナック,5942.0,2025-12-04 16:40:09
6501,日立製作所,4975.0,2025-12-04 16:40:09
6723,ルネサスエレクトロニクス,2126.5,2025-12-04 16:40:10
7751,キヤノン,4638.0,2025-12-04 16:40:10
6976,太陽誘電,3866.0,2025-12-04 16:40:11
7203,トヨタ自動車,3101.0,2025-12-04 16:40:11
8031,三井物産,4284.0,2025-12-04 16:40:12
8058,三菱商事,3829.0,2025-12-04 16:40:12
8306,三菱UFJフィナンシャル・グループ,2512.0,2025-12-04 16:40:13
8316,三井住友フィナンシャルグループ,4893.0,2025-12-04 16:40:13
8411,みずほフィナンシャルグループ,5655.0,2025-12-04 16:40:14
8591,オリックス,4346.0,2025-12-04 16:40:14
9101,日本郵船,4913.0,2025-12-04 16:40:14
9104,商船三井,4434.0,2025-12-04 16:40:15
9107,川崎汽船,2090.0,2025-12-04 16:40:15
4063,信越化学工業,4856.0,2025-12-04 16:40:16
4502,武田薬品工業,4471.0,2025-12-04 16:40:16
6762,TDK,2477.0,2025-12-04 16:40:17
2914,日本たばこ産業,5771.0,2025-12-04 16:40:17
7201,日産自動車,377.5,2025-12-04 16:40:18
7267,ホンダ,1549.0,2025-12-04 16:40:18
8105,Bitcoin Japan,306.0,2025-12-04 16:40:19
5016,JX金属,1694.0,2025-12-04 16:40:19
3656,KLab,267.0,2025-12-04 16:40:20
4565,そーせいグループ,821.0,2025-12-04 16:40:20
4582,シンバイオ製薬,100.0,2025-12-04 16:40:20
4592,サンバイオ,1658.0,2025-12-04 16:40:21
4477,BASE,324.0,2025-12-04 16:40:21
4599,ステムリム,255.0,2025-12-04 16:40:22
4167,ココペリ,309.0,2025-12-04 16:40:22
4385,メルカリ,2848.0,2025-12-04 16:40:23
4478,フリー,3005.0,2025-12-04 16:40:23
3903,gumi,378.0,2025-12-04 16:40:24
3911,Aiming,224.0,2025-12-04 16:40:24
3697,SHIFT,966.0,2025-12-04 16:40:24
3624,アクセルマーク,90.0,2025-12-04 16:40:25
7779,サイバーダイン,191.0,2025-12-04 16:40:25
3853,アステリア,1066.0,2025-12-04 16:40:26
3936,グローバルウェイ,133.0,2025-12-04 16:40:26
7359,東京通信,303.0,2025-12-04 16:40:27
4880,セルソース,482.0,2025-12-04 16:40:27
7138,TORICO,148.0,2025-12-04 16:40:27
5250,プライム・ストラテジー,1504.0,2025-12-04 16:40:28
7711,助川電気工業,6860.0,2025-12-04 16:40:28
4424,Amazia,342.0,2025-12-04 16:40:29
6731,ピクセラ,39.0,2025-12-04 16:40:29
7806,MTG,4625.0,2025-12-04 16:40:29
4234,サンエー化研,889.0,2025-12-04 16:40:30
4570,免疫生物研究所,1566.0,2025-12-04 16:40:30
4720,城南進学研究社,274.0,2025-12-04 16:40:31
4446,リンクユーグループ,1182.0,2025-12-04 16:40:31
